ID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3790,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0
757,Masters,2016,New Delhi,3,28,Male,No,1,0
3799,Masters,2017,New Delhi,1,35,Male,No,5,0
3827,Bachelors,2017,Bangalore,3,32,Male,No,4,0
673,Masters,2017,New Delhi,2,25,Male,No,3,1
1160,Bachelors,2016,Pune,2,28,Female,No,0,1
3343,Bachelors,2017,Bangalore,3,36,Female,No,3,0
1873,PHD,2017,New Delhi,3,28,Male,No,3,0
512,Bachelors,2012,Bangalore,3,24,Male,Yes,2,0
2515,Bachelors,2016,Pune,3,29,Male,No,5,0
4543,Bachelors,2013,Pune,1,23,Female,No,1,1
2595,Bachelors,2016,Pune,3,29,Male,No,5,0
3974,Masters,2016,New Delhi,1,31,Female,No,5,1
486,Masters,2017,Pune,2,24,Male,No,2,0
1931,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
2092,Bachelors,2013,Pune,2,28,Female,No,1,1
3530,Bachelors,2017,Pune,3,31,Female,No,0,1
632,PHD,2013,Bangalore,1,26,Male,No,4,0
482,Bachelors,2017,Bangalore,3,24,Male,No,2,0
2365,Bachelors,2018,Bangalore,3,26,Female,No,4,1
165,Bachelors,2015,Bangalore,3,25,Male,No,3,0
4270,Bachelors,2014,Pune,3,26,Male,No,4,0
1412,Bachelors,2017,Pune,3,26,Male,No,4,0
2961,Bachelors,2017,Pune,3,26,Male,Yes,4,0
1841,Masters,2017,New Delhi,2,26,Male,No,4,1
210,Bachelors,2012,Bangalore,3,25,Male,No,3,1
108,Bachelors,2017,Bangalore,3,28,Male,No,1,0
2099,Bachelors,2014,New Delhi,3,30,Male,No,1,0
340,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2812,Bachelors,2017,Bangalore,3,29,Male,No,4,0
4457,Bachelors,2012,Bangalore,3,36,Female,No,4,0
2858,Bachelors,2015,Pune,2,27,Female,Yes,5,1
2360,Bachelors,2015,Pune,2,30,Female,No,2,1
2130,Masters,2017,Bangalore,2,26,Male,Yes,4,1
676,Bachelors,2017,Pune,2,25,Female,No,3,1
3927,Masters,2017,New Delhi,2,39,Female,No,2,1
106,Masters,2015,Pune,1,28,Female,No,3,1
3712,Masters,2018,New Delhi,3,38,Male,No,2,1
189,Bachelors,2017,New Delhi,2,26,Male,No,4,0
2127,Bachelors,2014,Pune,2,28,Female,No,1,1
1731,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1617,Masters,2017,New Delhi,3,28,Male,No,2,0
1569,Bachelors,2018,Pune,3,27,Female,No,5,1
33,Bachelors,2018,Bangalore,3,26,Male,No,4,1
823,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1371,Bachelors,2013,Bangalore,3,28,Female,No,3,0
315,Masters,2015,Pune,3,28,Female,No,2,0
4067,Bachelors,2012,Bangalore,3,37,Male,No,4,1
2864,Masters,2015,Pune,2,27,Female,No,5,0
4260,Bachelors,2018,Pune,3,28,Male,Yes,0,1
4602,Bachelors,2016,Bangalore,3,37,Male,No,2,0
2348,Bachelors,2017,Bangalore,3,30,Male,No,1,0
2527,Bachelors,2014,Bangalore,1,27,Male,No,5,1
3771,Bachelors,2017,New Delhi,2,36,Female,No,2,0
1862,Bachelors,2013,Bangalore,3,28,Female,No,3,0
2275,Bachelors,2018,Pune,3,28,Male,No,2,1
294,Bachelors,2012,New Delhi,3,27,Female,No,5,0
2503,Bachelors,2013,New Delhi,3,26,Male,No,4,0
4292,Masters,2014,New Delhi,3,28,Male,No,5,0
2214,Bachelors,2013,Pune,3,30,Male,No,1,0
3631,Bachelors,2013,Bangalore,3,32,Male,No,5,1
3064,Bachelors,2013,Bangalore,3,40,Female,Yes,5,0
1299,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1906,Bachelors,2017,New Delhi,3,25,Female,No,3,0
2651,Bachelors,2015,Bangalore,1,29,Male,No,4,0
3389,Bachelors,2015,Bangalore,3,40,Female,No,1,0
3915,PHD,2017,Pune,3,41,Male,No,2,0
2349,Masters,2017,Pune,2,30,Female,No,2,1
1958,Bachelors,2013,Bangalore,3,26,Male,No,4,0
972,Bachelors,2017,Bangalore,3,24,Male,No,2,0
729,Bachelors,2013,Bangalore,3,28,Male,Yes,1,1
122,PHD,2015,New Delhi,3,26,Male,No,4,0
2301,Masters,2014,Bangalore,3,28,Male,No,1,1
1756,Bachelors,2016,Pune,3,27,Male,No,5,1
3181,Bachelors,2014,Bangalore,3,40,Female,No,3,0
1965,Bachelors,2014,Bangalore,3,26,Male,No,4,0
934,Masters,2012,Bangalore,3,27,Male,No,5,1
1881,Bachelors,2017,Bangalore,3,26,Female,No,4,0
2058,Masters,2017,New Delhi,2,30,Male,No,2,0
1344,PHD,2012,New Delhi,3,28,Female,No,1,0
71,Bachelors,2018,Bangalore,3,23,Female,No,1,1
4560,Bachelors,2016,Bangalore,3,40,Male,No,3,0
3512,Masters,2017,New Delhi,2,40,Male,No,2,0
634,Bachelors,2016,Bangalore,1,28,Male,No,2,0
2055,PHD,2016,Bangalore,3,29,Female,No,1,0
1786,Bachelors,2014,Pune,1,28,Female,No,3,1
2143,Bachelors,2016,Pune,3,28,Male,No,2,0
1692,Bachelors,2015,New Delhi,3,27,Female,No,5,0
973,Masters,2018,New Delhi,1,26,Female,No,4,1
4492,Bachelors,2015,Bangalore,3,22,Male,No,0,1
1565,Masters,2017,Pune,2,27,Male,No,5,0
3707,Bachelors,2017,Bangalore,3,35,Male,No,2,0
205,PHD,2013,New Delhi,3,24,Male,No,2,0
2887,Masters,2017,New Delhi,2,27,Female,No,5,0
4573,Bachelors,2014,Pune,1,22,Female,No,0,1
4306,Bachelors,2015,Pune,3,22,Male,No,0,0
127,Bachelors,2013,Bangalore,3,28,Male,No,1,0
4363,Masters,2015,Pune,3,31,Male,No,0,0
682,Bachelors,2012,New Delhi,3,26,Female,No,4,0
1522,PHD,2016,New Delhi,3,27,Female,No,5,0
4353,Bachelors,2018,Pune,3,36,Male,Yes,1,1
2608,Bachelors,2018,Pune,3,27,Male,No,5,1
4414,Bachelors,2015,Bangalore,3,23,Male,No,1,0
1045,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2793,Bachelors,2015,Pune,3,27,Male,No,5,0
2592,Bachelors,2015,Pune,3,30,Female,No,0,1
2277,Masters,2017,New Delhi,2,30,Male,No,1,0
2972,Bachelors,2013,New Delhi,2,26,Female,No,4,1
2865,Bachelors,2013,Bangalore,3,26,Female,No,4,0
980,Bachelors,2016,Bangalore,1,27,Female,No,5,0
3203,Bachelors,2015,Pune,3,34,Male,No,4,0
3839,Bachelors,2014,Pune,2,34,Female,No,2,1
1998,Bachelors,2017,Bangalore,3,28,Male,No,1,0
3663,Bachelors,2013,Bangalore,3,34,Male,No,5,0
3295,Masters,2017,New Delhi,3,39,Female,No,5,1
4458,Bachelors,2016,Bangalore,3,33,Male,No,0,0
2635,Bachelors,2015,Bangalore,3,30,Male,No,3,0
3742,Bachelors,2012,Bangalore,3,35,Male,No,1,1
186,Masters,2017,Pune,2,24,Male,No,2,1
3779,Bachelors,2017,New Delhi,2,33,Male,No,0,0
2825,Masters,2012,Pune,3,26,Male,No,4,1
4376,Bachelors,2012,Bangalore,3,23,Male,Yes,1,0
2843,Bachelors,2017,Bangalore,3,28,Female,No,2,1
2999,Bachelors,2018,Pune,3,31,Male,No,1,1
1791,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2773,Bachelors,2013,Bangalore,3,30,Male,No,1,0
3593,Bachelors,2014,Bangalore,3,32,Male,No,3,0
661,Bachelors,2016,Bangalore,3,28,Female,No,3,0
4133,Bachelors,2017,New Delhi,3,40,Male,No,1,0
2950,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2719,Bachelors,2015,Pune,1,28,Female,No,0,1
3367,Bachelors,2016,Bangalore,3,31,Male,No,3,0
2203,Bachelors,2015,Bangalore,3,28,Female,No,1,0
4377,Masters,2015,Pune,2,31,Female,No,2,0
1797,Bachelors,2017,New Delhi,2,26,Male,No,4,0
1399,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1
4484,Bachelors,2014,Bangalore,3,34,Male,No,5,0
976,PHD,2016,Pune,1,25,Female,No,3,1
1963,Bachelors,2013,Bangalore,3,24,Male,No,2,0
3297,Bachelors,2012,Pune,3,33,Male,No,2,0
1560,Bachelors,2016,Bangalore,3,26,Male,No,4,1
622,Bachelors,2014,New Delhi,3,28,Female,No,3,0
3206,Masters,2015,Pune,2,33,Male,No,4,1
3849,PHD,2016,New Delhi,3,34,Male,No,1,0
1599,Masters,2017,New Delhi,2,26,Female,No,4,1
3107,Bachelors,2015,Bangalore,3,38,Male,No,4,0
343,Bachelors,2012,Pune,3,24,Female,No,2,1
2896,Bachelors,2017,New Delhi,2,28,Male,No,2,0
1744,PHD,2014,New Delhi,3,24,Male,No,2,0
2451,Bachelors,2018,New Delhi,3,27,Female,Yes,5,1
1297,Bachelors,2017,Pune,2,26,Male,No,4,0
1066,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1846,Bachelors,2017,New Delhi,3,25,Female,No,3,0
2310,Masters,2017,Pune,2,30,Male,No,1,0
785,Bachelors,2016,Bangalore,3,25,Male,Yes,3,0
2680,Bachelors,2014,Bangalore,3,30,Male,No,2,1
4179,Bachelors,2017,Bangalore,3,40,Male,No,0,0
4308,PHD,2018,New Delhi,3,38,Female,No,5,1
273,Bachelors,2013,Pune,3,28,Male,No,1,0
3627,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3979,Bachelors,2012,Bangalore,3,38,Male,No,7,1
636,Bachelors,2017,Bangalore,3,25,Male,No,3,0
2258,Bachelors,2014,Pune,1,26,Female,No,4,1
2758,Bachelors,2013,Pune,3,30,Male,No,0,0
564,Bachelors,2012,Bangalore,3,25,Male,No,3,0
3480,Bachelors,2014,Bangalore,3,39,Male,No,5,0
2015,Bachelors,2016,Bangalore,3,30,Female,No,2,1
3165,Bachelors,2012,Pune,3,39,Male,No,2,0
2768,Bachelors,2015,Pune,2,30,Female,No,1,1
1310,Masters,2017,New Delhi,2,25,Male,Yes,3,1
1561,Bachelors,2013,Bangalore,3,25,Female,No,3,1
1094,Masters,2017,Bangalore,3,26,Female,No,4,0
2359,Masters,2014,New Delhi,1,29,Male,No,1,0
4234,Masters,2017,New Delhi,3,33,Female,No,0,1
2352,Bachelors,2015,Pune,2,29,Female,No,1,1
1985,Bachelors,2014,Pune,2,27,Female,No,5,1
1643,Bachelors,2013,New Delhi,3,26,Male,No,4,0
1741,Bachelors,2017,Bangalore,3,27,Male,No,5,0
223,Bachelors,2018,Bangalore,3,28,Female,No,2,1
3454,Masters,2014,New Delhi,3,34,Male,No,5,0
4057,Bachelors,2014,Bangalore,3,33,Male,No,5,0
2312,Bachelors,2013,Pune,3,29,Male,No,2,0
3929,PHD,2018,New Delhi,3,33,Female,No,0,1
848,Bachelors,2014,Bangalore,3,25,Female,No,3,0
2557,Bachelors,2015,Pune,2,26,Female,No,4,1
4407,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1644,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
3680,Masters,2017,New Delhi,2,32,Male,No,2,0
1278,Bachelors,2014,Bangalore,3,24,Female,No,2,0
316,Bachelors,2017,Pune,3,26,Male,No,4,0
1677,PHD,2017,Pune,3,27,Male,No,5,0
1960,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1039,Bachelors,2013,Pune,3,26,Male,No,4,0
3054,Bachelors,2015,Pune,3,35,Male,Yes,5,0
841,Bachelors,2012,Bangalore,3,26,Female,No,4,0
743,Masters,2014,New Delhi,3,27,Male,No,5,0
875,Bachelors,2015,Pune,2,26,Female,No,4,1
2425,Bachelors,2014,Bangalore,3,27,Male,No,5,0
131,Bachelors,2017,Bangalore,3,26,Female,No,4,0
3241,Bachelors,2017,Pune,2,39,Male,No,3,0
2217,Bachelors,2015,Pune,3,28,Female,Yes,2,1
4167,Masters,2016,New Delhi,3,24,Male,No,2,1
894,Bachelors,2018,Bangalore,3,25,Male,No,3,1
70,Masters,2017,Bangalore,3,40,Female,No,2,1
4433,Masters,2017,Pune,3,24,Female,No,2,1
3285,Masters,2018,New Delhi,3,38,Male,No,2,1
3452,Masters,2014,New Delhi,3,39,Male,No,2,0
284,Masters,2013,New Delhi,3,27,Male,No,5,0
2069,Bachelors,2016,Bangalore,3,30,Male,No,2,0
3633,Bachelors,2012,Bangalore,3,36,Male,Yes,0,0
2031,Bachelors,2015,Bangalore,3,30,Male,No,2,0
1111,Bachelors,2014,Pune,3,24,Female,No,2,1
2240,Bachelors,2017,Pune,2,27,Male,No,5,0
3889,Bachelors,2017,Bangalore,3,35,Male,No,0,0
2431,Masters,2014,New Delhi,3,28,Male,No,1,1
2590,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2186,Bachelors,2012,Bangalore,3,28,Male,No,2,0
4606,Masters,2017,New Delhi,3,40,Female,No,1,0
1390,Masters,2017,New Delhi,2,26,Male,No,4,1
3434,Bachelors,2013,Pune,3,33,Male,No,4,0
3096,Bachelors,2012,Pune,3,40,Male,No,2,0
378,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
3310,Masters,2018,New Delhi,3,40,Female,No,2,1
3935,Bachelors,2015,Bangalore,3,36,Female,No,2,0
4356,Bachelors,2017,New Delhi,2,40,Female,No,5,0
3065,Bachelors,2016,New Delhi,3,31,Female,No,4,0
724,Bachelors,2015,Pune,2,28,Female,Yes,2,1
3982,Bachelors,2013,Bangalore,3,34,Male,No,6,0
4283,Masters,2017,New Delhi,2,27,Male,No,5,1
3320,Bachelors,2013,Bangalore,3,35,Male,No,5,0
1997,Bachelors,2013,Pune,3,26,Male,No,4,0
4103,Bachelors,2018,Bangalore,3,32,Male,Yes,0,1
4269,Bachelors,2016,New Delhi,3,39,Female,No,0,0
3005,Bachelors,2016,Bangalore,3,41,Male,No,0,0
2,Bachelors,2013,Pune,1,28,Female,No,3,1
4576,Bachelors,2014,Bangalore,3,36,Male,No,3,0
4312,Bachelors,2012,Bangalore,3,39,Male,No,3,0
3887,Bachelors,2015,Bangalore,3,38,Female,No,4,0
3623,Masters,2017,New Delhi,2,33,Male,No,2,0
4354,Bachelors,2014,Bangalore,3,27,Male,No,5,0
3829,Bachelors,2015,Bangalore,3,38,Male,No,5,0
1468,Bachelors,2014,Pune,3,25,Male,No,3,0
1824,Bachelors,2014,Pune,2,27,Female,No,5,1
1980,Masters,2017,Bangalore,3,28,Female,No,0,1
671,Masters,2018,New Delhi,3,27,Female,No,5,1
1497,Bachelors,2018,Pune,3,27,Female,No,5,1
2459,Bachelors,2015,Pune,3,29,Female,No,1,1
558,Bachelors,2017,New Delhi,3,26,Male,No,4,0
685,Bachelors,2018,Pune,3,26,Male,No,4,1
3805,Bachelors,2014,Bangalore,3,35,Male,No,2,0
399,Bachelors,2015,Pune,1,26,Female,No,4,1
3828,Bachelors,2017,Pune,3,33,Male,No,1,0
3420,Bachelors,2013,Pune,3,37,Male,No,2,0
3364,Bachelors,2016,Pune,3,38,Male,No,0,0
3756,Bachelors,2014,Bangalore,3,37,Male,No,1,0
3705,Bachelors,2017,Pune,3,41,Female,No,4,1
3815,Bachelors,2015,Bangalore,3,40,Male,No,0,0
1870,Bachelors,2017,Bangalore,3,24,Male,No,2,0
4350,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2470,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1576,Bachelors,2017,Pune,2,28,Male,No,3,0
2233,Bachelors,2017,Pune,3,30,Male,No,2,0
320,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2502,Masters,2017,Pune,2,30,Male,No,0,1
1170,Bachelors,2015,Bangalore,3,28,Female,No,5,0
292,Masters,2017,New Delhi,2,25,Female,No,3,0
2237,Bachelors,2014,Pune,1,28,Male,No,1,0
4507,Masters,2014,New Delhi,3,34,Female,No,1,1
2973,Bachelors,2015,Bangalore,3,26,Male,No,4,0
3562,Bachelors,2014,Bangalore,3,37,Male,No,5,0
393,Bachelors,2015,Pune,3,27,Male,No,5,0
1794,Bachelors,2012,Bangalore,3,27,Male,No,5,0
6,Bachelors,2016,Bangalore,3,22,Male,No,0,0
1185,Masters,2015,New Delhi,3,28,Male,No,2,0
1834,Bachelors,2014,Pune,3,26,Male,No,4,0
1425,Bachelors,2015,Bangalore,3,28,Male,No,2,0
1964,Bachelors,2012,Bangalore,3,28,Female,No,1,1
2707,Bachelors,2015,New Delhi,3,29,Male,No,1,0
1022,Bachelors,2015,Bangalore,3,27,Male,No,5,0
3555,Bachelors,2014,Bangalore,3,38,Female,No,4,0
1814,Bachelors,2015,New Delhi,3,25,Male,No,3,0
3423,PHD,2013,Bangalore,2,41,Male,No,2,1
283,Bachelors,2015,Pune,1,25,Female,No,3,1
3196,Masters,2017,New Delhi,2,31,Male,No,1,0
2266,Bachelors,2018,Bangalore,3,29,Female,Yes,2,1
2883,Bachelors,2016,Pune,2,30,Female,No,1,1
3965,Bachelors,2014,Pune,3,33,Male,No,6,0
4456,Bachelors,2018,Bangalore,3,24,Male,No,2,1
280,Masters,2017,New Delhi,2,28,Male,Yes,2,0
2291,Bachelors,2012,Pune,2,30,Female,No,2,1
3430,Bachelors,2012,Bangalore,3,32,Male,No,5,0
3913,Bachelors,2017,New Delhi,3,37,Male,No,0,0
1967,Bachelors,2013,Pune,3,24,Female,No,2,1
4533,PHD,2017,New Delhi,3,29,Male,No,3,0
2517,Masters,2013,Bangalore,3,30,Male,No,5,1
2089,Bachelors,2014,Bangalore,3,26,Male,No,4,1
2942,Masters,2017,Pune,2,27,Male,No,5,0
2414,Masters,2017,New Delhi,3,27,Male,Yes,5,1
2911,Bachelors,2014,Pune,3,28,Male,No,2,0
2478,Bachelors,2014,Pune,3,26,Male,No,4,0
157,Bachelors,2013,Bangalore,3,28,Female,No,3,0
2106,Bachelors,2014,Bangalore,1,30,Male,Yes,2,1
2525,Masters,2017,New Delhi,2,29,Female,No,2,0
1026,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1219,Bachelors,2017,Pune,3,24,Male,No,2,0
3624,Bachelors,2014,Bangalore,3,41,Male,No,5,0
3269,Bachelors,2014,New Delhi,3,38,Female,No,5,0
443,Bachelors,2016,Pune,3,27,Male,Yes,5,0
2399,Bachelors,2014,Bangalore,3,29,Female,No,1,1
4349,Bachelors,2012,Pune,3,32,Male,No,3,0
3847,Bachelors,2014,Pune,3,33,Male,No,2,0
3207,Masters,2014,Bangalore,3,35,Female,No,2,1
2733,Bachelors,2012,Bangalore,3,28,Female,Yes,0,0
1850,Bachelors,2015,Pune,2,27,Female,Yes,5,1
3717,Bachelors,2015,Pune,3,32,Female,No,3,1
2353,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2906,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1443,Bachelors,2013,Pune,3,24,Male,No,2,0
985,Bachelors,2015,Bangalore,3,25,Female,No,3,0
3406,PHD,2015,Pune,3,37,Male,No,2,0
4220,Masters,2017,New Delhi,2,34,Female,No,4,0
2027,Bachelors,2017,Pune,2,26,Female,No,4,1
15,Bachelors,2012,Bangalore,3,37,Male,No,4,0
835,Bachelors,2015,Bangalore,3,26,Female,No,4,0
2675,Masters,2012,Pune,3,29,Male,No,4,1
3766,Bachelors,2012,Bangalore,1,38,Female,No,1,0
4473,Bachelors,2017,New Delhi,2,22,Male,No,0,1
2744,Bachelors,2017,Pune,2,27,Male,No,5,0
742,Bachelors,2017,Bangalore,3,25,Female,No,3,0
623,Bachelors,2014,Pune,3,25,Female,No,3,1
3421,Bachelors,2012,Bangalore,3,32,Female,No,2,1
3136,Bachelors,2017,New Delhi,2,32,Female,No,4,1
1201,Bachelors,2013,Bangalore,3,25,Female,No,3,0
879,Bachelors,2017,Bangalore,2,27,Male,No,5,0
605,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
174,Bachelors,2014,Bangalore,3,27,Female,No,5,0
668,Bachelors,2015,Bangalore,1,25,Male,No,3,0
4158,Bachelors,2014,Bangalore,3,38,Female,No,5,1
1221,Masters,2017,New Delhi,2,28,Male,No,3,0
2550,Bachelors,2016,Bangalore,3,30,Male,No,2,1
1205,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4264,Bachelors,2017,Bangalore,3,24,Male,No,2,1
866,Masters,2017,Pune,2,26,Male,No,4,0
2133,Masters,2017,New Delhi,3,30,Male,Yes,2,0
3466,Bachelors,2017,Bangalore,3,39,Female,No,3,0
1348,Bachelors,2014,Pune,3,26,Male,No,4,0
696,Bachelors,2015,Pune,2,27,Female,No,5,1
3089,Bachelors,2015,Pune,2,39,Female,No,4,1
1212,Bachelors,2016,Bangalore,3,26,Female,No,4,1
3698,Bachelors,2018,Bangalore,3,32,Male,No,3,1
1202,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1363,Bachelors,2015,Bangalore,3,24,Male,No,2,1
2112,Bachelors,2013,Bangalore,3,29,Female,No,1,1
4374,Bachelors,2013,Bangalore,3,30,Female,No,4,0
1377,Bachelors,2015,Pune,2,24,Female,No,2,1
160,Bachelors,2016,Bangalore,3,28,Male,No,3,0
4317,Bachelors,2014,New Delhi,3,23,Male,No,1,0
1662,Bachelors,2017,Bangalore,2,28,Female,No,1,0
3060,Bachelors,2015,Bangalore,3,39,Male,No,3,0
3126,Bachelors,2013,New Delhi,3,36,Female,No,5,0
2760,Bachelors,2017,Pune,3,30,Female,No,1,1
507,Masters,2014,New Delhi,3,28,Male,No,2,0
3654,Masters,2017,New Delhi,2,40,Male,No,4,0
3713,PHD,2013,New Delhi,3,35,Female,Yes,3,1
1656,Bachelors,2015,New Delhi,3,26,Male,No,4,0
2148,Bachelors,2015,Bangalore,3,30,Female,No,1,1
542,Bachelors,2018,Bangalore,3,24,Male,No,2,1
590,Bachelors,2012,Bangalore,3,25,Male,No,3,0
2617,Bachelors,2015,Bangalore,3,28,Male,No,1,0
74,Bachelors,2014,Bangalore,1,27,Male,No,5,0
3710,Bachelors,2015,Bangalore,3,36,Male,No,3,0
4572,Bachelors,2017,New Delhi,2,37,Female,No,3,0
4274,Bachelors,2015,Pune,3,32,Male,No,0,0
1095,Bachelors,2015,Pune,2,27,Female,No,5,1
799,Bachelors,2016,Bangalore,3,26,Male,No,4,0
4567,Bachelors,2014,Bangalore,3,24,Male,No,2,0
2600,Bachelors,2013,Bangalore,3,28,Male,No,2,0
2619,Bachelors,2017,Pune,2,28,Female,No,1,1
1984,Masters,2015,Pune,2,28,Female,No,0,0
3644,Masters,2017,New Delhi,1,40,Male,No,0,0
3205,PHD,2013,Pune,3,35,Male,No,0,0
254,Bachelors,2017,Bangalore,3,28,Male,No,2,0
34,Bachelors,2016,Bangalore,3,40,Male,No,5,0
988,Bachelors,2013,Pune,3,26,Male,No,4,0
121,Bachelors,2012,Bangalore,1,28,Female,No,3,0
39,Bachelors,2017,Pune,2,29,Female,No,2,1
3735,Bachelors,2017,New Delhi,2,38,Male,No,0,0
517,Bachelors,2012,Bangalore,3,25,Female,No,3,0
1654,Bachelors,2017,New Delhi,3,26,Female,No,4,0
3043,Bachelors,2014,Bangalore,3,35,Female,No,2,1
181,Masters,2017,New Delhi,3,27,Male,No,5,1
2124,Bachelors,2012,Pune,2,28,Male,No,2,1
2410,Bachelors,2014,New Delhi,3,29,Female,No,2,0
684,Masters,2013,New Delhi,2,24,Male,No,2,1
3824,Bachelors,2015,Pune,2,33,Female,Yes,3,1
1161,Bachelors,2012,New Delhi,3,24,Male,No,2,0
2529,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1546,Bachelors,2016,Pune,3,24,Male,No,2,0
1247,Bachelors,2016,Bangalore,3,28,Male,No,5,0
2931,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1680,Masters,2017,Bangalore,3,25,Male,No,3,0
702,Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
1557,Bachelors,2013,Pune,1,26,Female,No,4,1
3787,Bachelors,2016,Bangalore,3,37,Male,No,2,0
1305,Bachelors,2012,Bangalore,3,25,Male,No,3,0
2066,Bachelors,2016,Pune,3,30,Male,No,1,0
596,Bachelors,2018,Bangalore,1,27,Male,No,5,0
1880,Bachelors,2013,Bangalore,3,24,Female,No,2,0
488,Bachelors,2015,New Delhi,3,26,Female,Yes,4,0
3230,Masters,2014,Pune,2,33,Female,No,5,0
3191,Bachelors,2017,Pune,3,37,Male,No,0,0
151,Bachelors,2018,New Delhi,3,27,Female,No,5,1
1441,Bachelors,2016,Bangalore,1,24,Male,No,2,0
2920,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1459,Masters,2018,Bangalore,3,28,Male,No,2,1
833,Masters,2017,New Delhi,2,27,Female,No,5,1
4373,Bachelors,2012,New Delhi,3,36,Male,No,3,0
2249,Bachelors,2014,Pune,1,26,Male,No,4,0
4395,Bachelors,2012,Pune,3,34,Male,No,0,0
3533,Bachelors,2014,Bangalore,3,38,Male,No,3,0
3493,Bachelors,2016,Bangalore,3,32,Male,Yes,5,0
3563,Bachelors,2012,Bangalore,3,32,Male,No,3,0
46,Bachelors,2014,Bangalore,3,23,Female,No,1,0
4403,Bachelors,2014,Pune,3,34,Male,No,5,0
485,Bachelors,2012,Bangalore,3,24,Male,No,2,1
1121,Bachelors,2016,New Delhi,3,24,Female,No,2,0
2493,Bachelors,2016,Bangalore,3,29,Female,No,1,1
1920,Bachelors,2017,Bangalore,3,24,Male,No,2,0
287,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1405,Masters,2017,New Delhi,2,26,Male,No,4,0
336,Bachelors,2018,Bangalore,3,24,Female,No,2,1
1409,Bachelors,2012,Bangalore,1,27,Male,No,5,1
4538,Bachelors,2015,Bangalore,3,31,Male,No,2,1
1487,Bachelors,2018,Pune,3,24,Male,No,2,1
3095,Bachelors,2015,Pune,3,41,Female,No,3,1
2641,Bachelors,2015,Pune,1,30,Female,No,0,1
4589,Bachelors,2013,Bangalore,3,31,Male,No,3,0
1578,Bachelors,2015,Bangalore,3,25,Male,No,3,0
2974,Bachelors,2016,New Delhi,3,29,Female,No,0,0
1492,Bachelors,2015,New Delhi,2,27,Female,Yes,5,1
3731,Bachelors,2015,Bangalore,3,39,Male,No,2,0
2097,Bachelors,2016,Bangalore,3,27,Male,No,5,0
3491,Bachelors,2016,Bangalore,3,35,Male,No,4,0
3429,Bachelors,2017,Bangalore,2,38,Female,No,5,1
3751,Bachelors,2017,Pune,3,31,Male,No,0,0
3548,Bachelors,2017,New Delhi,3,35,Female,No,5,0
800,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1620,Bachelors,2014,Bangalore,3,28,Male,No,0,0
2861,Bachelors,2018,Pune,3,28,Male,No,5,1
2652,Bachelors,2013,Bangalore,2,30,Male,No,0,1
478,Masters,2012,Pune,3,27,Female,No,5,1
3074,Bachelors,2017,Bangalore,3,32,Male,No,1,0
2842,Bachelors,2012,Pune,3,26,Male,No,4,0
2751,Bachelors,2014,Bangalore,3,30,Male,No,1,0
3442,Bachelors,2017,New Delhi,3,40,Male,No,1,0
4520,Bachelors,2017,Bangalore,3,24,Male,Yes,2,0
860,Bachelors,2014,New Delhi,3,28,Female,No,1,0
3251,Bachelors,2018,Bangalore,3,33,Female,No,4,1
1591,Masters,2013,New Delhi,3,25,Male,No,3,1
3954,Bachelors,2013,Bangalore,1,34,Male,No,4,1
3457,Bachelors,2014,Bangalore,3,33,Male,No,5,1
569,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2761,PHD,2018,New Delhi,3,30,Male,No,2,1
134,Masters,2017,Bangalore,3,26,Male,No,4,0
362,Bachelors,2016,Bangalore,3,27,Male,No,5,0
